graph6 string,levelable,minimized solution
HCQbvZY,F,NA
HCQbvXy,F,NA
HCQbvZe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvZU,F,NA
HCQbvYu,F,NA
HCQbvXu,F,NA
HCQbvZM,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvXm,F,NA
HCQbvX],F,NA
HCQbvZ{,F,NA
HCQbvZy,F,NA
HCQbvZu,F,NA
HCQbvZm,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvZ],F,NA
HCQbvX},F,NA
HCQbvZt,F,NA
HCQbvZl,F,NA
HCQbvZ\,F,NA
HCQbvZ},F,NA
HCQbvZ|,F,NA
HCQbvZz,F,NA
HCQbvZv,F,NA
HCQbvZn,F,NA
HCQbvZ^,F,NA
HCQbvX~,F,NA
HCQbvZ~,F,NA
HCQbvf{,F,NA
HCQbvfu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvfm,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbve},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvd},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvfx,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbvft,F,NA
HCQbvfl,F,NA
HCQbvf\,F,NA
HCQbve|,F,NA
HCQbvd|,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
HCQbvfr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvez,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvff,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvfV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvev,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvdv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvfN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbven,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbve^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvc~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvf},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvf|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvfz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvfv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvfn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvf^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbve~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvd~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvf~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HCQbvV{,F,NA
HCQbvVm,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvT},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvVx,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvVt,F,NA
HCQbvVl,F,NA
HCQbvV\,F,NA
HCQbvT|,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
HCQbvVr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvVj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvVZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvVf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvVV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvUv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvTv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvVN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvTn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvT^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvV},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvV|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvVz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvVv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvVn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvV^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvT~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvV~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HCQbuv{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbuv],F,NA
HCQbut},F,NA
HCQbuvx,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
HCQbuvt,F,NA
HCQbuvl,F,NA
HCQbuv\,F,NA
HCQbut|,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
HCQbuvr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbuvZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbuvf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbuvV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbuuv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbutv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbuvN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbutn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbuv},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbuv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbuvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbuvv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbuvn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbuv^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbut~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbuv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
HCQbrv{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbrvy,F,NA
HCQbrvu,F,NA
HCQbrvm,F,NA
HCQbrvr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbrvj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbrvZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbrtz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbrvf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbruv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbrvN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbrv},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbrvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbrvv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbrvn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbrv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
HCQbvN{,F,NA
HCQbvNu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvNx,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvNt,F,NA
HCQbvNl,F,NA
HCQbvN\,F,NA
HCQbvM|,F,NA
HCQbvL|,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
HCQbvNf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvNV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvMv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvMn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvM^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvN},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvN|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvNz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvNv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvNn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvN^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvM~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvL~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvN~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HCQbtn{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbtny,F,NA
HCQbtnu,F,NA
HCQbtnx,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
HCQbtnt,F,NA
HCQbtnl,F,NA
HCQbtmv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbtn},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbtn|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbtnz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbtnv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbtnn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbtn~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
HCQbu^{,F,NA
HCQbu^y,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbu^m,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbu^x,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbu^t,F,NA
HCQbu^l,F,NA
HCQbu^f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbu]v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbu^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbu^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbu^|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbu^z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbu^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbu^n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbu^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HCQbvz{,T,"[3.0, 2.0, 3.0, 3.0, 2.0, 3.0, 4.0, 2.0, 2.0]"
HCQbvz},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HCQbvz|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HCQbvz~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HCQbvv{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbvv},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbvv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbvvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbvvv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbvvn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbvv^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbvt~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbvv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
HCQbvn{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbvn},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbvn|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbvnv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbvm~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbvn~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
HCQbv^{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbv^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbv^|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbv^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbv^n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbv^^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HCQbv^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
HCQbv~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
HCQbv~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
HCQfNRw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRs,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRk,F,NA
HCQfNR[,F,NA
HCQfNQ{,F,NA
HCQfNP{,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRq,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRi,F,NA
HCQfNRY,F,NA
HCQfNQy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPy,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRU,F,NA
HCQfNPu,F,NA
HCQfNRM,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPm,F,NA
HCQfNQ],F,NA
HCQfNP],T,"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0]"
HCQfNO},F,NA
HCQfNPx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNQt,F,NA
HCQfNPt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPl,F,NA
HCQfNRb,F,NA
HCQfNRR,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNQr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNQj,F,NA
HCQfNPj,F,NA
HCQfNQZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPZ,F,NA
HCQfNOz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRF,F,NA
HCQfNQf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNQV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPV,F,NA
HCQfNOv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNQN,F,NA
HCQfNPN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNOn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNO^,F,NA
HCQfNR{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRm,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNR],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNQ},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNP},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRl,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNR\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNQ|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNP|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNQz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNQv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNPv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNRN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNQn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNPn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNQ^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNP^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNO~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCQfNR},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNR|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNRn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNR^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNQ~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNP~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCQfNR~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HCQfNIm,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HCQfNJb,F,NA
HCQfNIr,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HCQfNHr,T,"[3.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HCQfNJJ,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HCQfNIj,F,NA
HCQfNHj,F,NA
HCQfNHZ,F,NA
HCQfNGz,T,"[3.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HCQfNJF,F,NA
HCQfNHf,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HCQfNIV,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HCQfNHV,F,NA
HCQfNIN,F,NA
HCQfNHN,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HCQfNG^,F,NA
HCQfNJ{,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HCQfNJy,F,NA
HCQfNJu,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HCQfNJm,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HCQfNJ],F,NA
HCQfNI},T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HCQfNH},T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HCQfNJr,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HCQfNJj,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HCQfNJZ,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
